soc_code,occupation_title,aioe_score,ilo_score,gpts_are_gpts_score,gpts_are_gpts_human_score,composite_exposure_score,impact_pattern,job_zone,anthropic_1p_automation_share,anthropic_1p_augmentation_share,employment_growth_rate,skill__active_learning,skill__active_listening,skill__critical_thinking,skill__learning_strategies,skill__mathematics,skill__monitoring,skill__reading_comprehension,skill__science,skill__speaking,skill__writing,ilo_task_mean,ilo_task_std,tot_emp_2023,tot_emp_2024,tot_emp_2025
35-3041,"Food Servers, Nonrestaurant",-0.7270206,0.25,0.1296296296296296,0.1111111111111111,-0.6444164683960673,Transformation,2.0,96.3,3.7,0.0475194001391388,2.0,3.0,2.88,2.0,2.0,2.75,2.88,1.0,3.0,2.0,0.25,0.135,267840.0,271780.0,293900.0
35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,-1.927078,0.185,0.0,0.0,-1.4019845214263815,Augmentation,2.0,95.62,4.38,0.059622289277122764,2.12,3.0,2.75,2.0,1.88,2.88,2.38,1.0,2.88,2.0,0.185,0.075,483390.0,522010.0,542750.0
35-9021,Dishwashers,-1.738612,0.13,0.0,0.0,-1.475749479395468,Augmentation,2.0,,,0.014455590376590166,1.88,2.62,2.5,2.0,1.5,2.5,2.0,1.0,2.5,1.75,0.13,0.02,463940.0,471670.0,477450.0
35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",-0.0565477,0.21,0.2285714285714285,0.3285714285714285,-0.3705637967359528,Augmentation,2.0,84.31,15.690000000000001,0.00898275980818286,2.62,3.5,2.75,2.0,1.88,2.88,2.88,1.0,3.12,2.12,0.21,0.07,425020.0,427150.0,432690.0
35-9099,"Food Preparation and Serving Related Workers, All Other",,0.13,,,-1.2102600161554524,Augmentation,,,,-0.010009562959629403,,,,,,,,,,,0.13,0.02,86350.0,89580.0,84630.0
37-1011,First-Line Supervisors/Managers of Housekeeping and Janitorial Workers,-0.5854128,0.21000000000000002,0.2653061224489795,0.2551020408163265,-0.4912730423145435,Transformation,2.0,89.83,10.17,0.022079757809070566,2.88,3.12,3.12,3.12,2.12,3.25,3.0,1.0,3.25,2.88,0.21000000000000002,0.1,171120.0,174660.0,178760.0
37-1012,"First-Line Supervisors/Managers of Landscaping, Lawn Service, and Groundskeeping Workers",-0.5548871,0.155,0.3545454545454545,0.2454545454545454,-0.48266680075911034,Augmentation,3.0,93.92,6.08,0.018632945319028593,3.12,3.88,3.75,3.12,2.88,4.0,3.12,1.62,3.75,3.0,0.155,0.075,126020.0,124130.0,130760.0
37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",-1.436201,0.16666666666666666,0.0,0.0277777777777777,-1.2838878406295187,Augmentation,3.0,98.59,1.41,0.008538917437592497,2.62,3.0,2.75,2.12,1.38,2.75,2.5,1.0,3.0,2.38,0.16666666666666666,0.06999999999999999,2172500.0,2199900.0,2209760.0
37-2012,Maids and Housekeeping Cleaners,-1.480657,0.13,0.0,0.0588235294117647,-1.3897644793232187,Augmentation,2.0,,,0.014507963991563733,2.12,2.75,2.75,2.12,1.88,2.75,2.62,1.0,2.75,2.12,0.13,0.05,836230.0,854910.0,860670.0
37-2019,"Building Cleaning Workers, All Other",,0.095,,,-1.4710169360153922,Augmentation,,,,0.119172599348492,,,,,,,,,,,0.095,0.01,13740.0,16370.0,17210.0
37-2021,Pest Control Workers,-0.7255374,0.13,0.25,0.2291666666666666,-0.759811148476448,Augmentation,2.0,95.35,4.65,0.04618190914903342,3.12,3.75,3.75,2.75,2.62,3.62,3.0,2.0,3.62,3.62,0.13,0.04,93760.0,96110.0,102620.0
37-3011,Landscaping and Groundskeeping Workers,-1.824293,0.12,0.024390243902439,0.024390243902439,-1.49224167855437,Augmentation,2.0,,,0.012136943794178956,1.88,2.38,2.62,1.75,1.5,2.38,2.0,1.25,2.38,1.75,0.12,0.02,929930.0,943430.0,952640.0
37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",-0.8847935,0.13,0.0555555555555555,0.0555555555555555,-1.1070884686447842,Augmentation,2.0,,,0.07242017605675688,2.5,2.88,2.88,2.0,2.12,2.62,2.88,1.88,2.75,2.5,0.13,0.04,23520.0,25200.0,27050.0
37-3013,Tree Trimmers and Pruners,-1.727035,0.18,0.0609756097560975,0.0609756097560975,-1.2554652011390521,Transformation,2.0,,,0.047508814536056265,2.62,2.88,3.25,2.25,1.88,3.12,2.62,1.75,3.0,2.5,0.18,0.11,50270.0,47870.0,55160.0
37-3019,"Grounds Maintenance Workers, All Other",,0.10666666666666667,,,-1.3840979627287455,Augmentation,,,,0.0666440593041091,,,,,,,,,,,0.10666666666666667,0.02666666666666667,11980.0,13580.0,13630.0
39-1011,Gaming Supervisors,1.128203,,,,1.1282030077955247,,,,,,,,,,,,,,,,,,,,
39-1012,Slot Key Persons,-0.1370162,,,,-0.13701619326758346,,,,,,,,,,,,,,,,,,,,
39-1013,First-Line Supervisors of Gambling Services Workers,,0.45,0.4326923076923077,0.3365384615384615,0.8297002894697076,Transformation,2.0,95.105,4.895,0.01796609967114393,3.0,3.75,3.62,2.75,2.62,3.88,3.62,1.25,3.75,3.38,0.45,0.19,25100.0,25530.0,26010.0
39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",,0.251,0.3684210526315789,0.3421052631578947,-0.057456761015329955,Transformation,2.0,95.39,4.609999999999999,0.08201251278842592,3.0,3.38,3.38,3.0,2.5,3.38,3.38,1.12,3.5,3.25,0.251,0.10800000000000001,88140.0,92830.0,103190.0
39-1021,First-Line Supervisors/Managers of Personal Service Workers,0.4303075,,,,0.4303075072091137,,,,,,,,,,,,,,,,,,,,
39-1022,First-Line Supervisors of Personal Service Workers,,0.251,0.4137931034482758,0.3620689655172414,0.045514236435288624,Transformation,3.0,93.58,6.42,0.035403001818311575,3.12,3.88,3.88,3.12,2.12,3.25,3.62,1.38,3.75,3.25,0.251,0.10800000000000001,106440.0,107060.0,114110.0
39-2011,Animal Trainers,-0.9167759,0.14,0.1034482758620689,0.1379310344827586,-1.0204542040060636,Augmentation,2.0,96.43,3.57,-0.012289655024447232,3.25,3.12,3.38,3.5,1.88,3.12,2.88,1.75,3.5,2.88,0.14,0.06,19240.0,20110.0,18770.0
39-2021,Nonfarm Animal Caretakers,-0.8890408,0.14,0.2727272727272727,0.1818181818181818,-0.7550922170059686,Augmentation,2.0,93.695,6.305,-0.003577429018161049,2.38,3.0,2.75,2.0,2.0,3.12,3.0,1.5,2.88,2.75,0.14,0.06,268830.0,277300.0,266910.0
39-3011,Gaming Dealers,0.0605832,0.45,0.1351351351351351,0.1486486486486486,0.12312773847673782,Transformation,2.0,98.1,1.9,0.020516847347701317,2.25,3.38,2.75,2.0,2.75,3.0,3.0,1.0,3.38,2.25,0.45,0.19,80570.0,82980.0,83910.0
39-3012,Gaming and Sports Book Writers and Runners,0.4652752,0.45,0.2692307692307693,0.2307692307692307,0.4609100484388049,Transformation,2.0,96.27,3.73,0.014266055916251297,2.62,3.5,2.88,2.25,3.0,3.12,2.75,1.25,3.12,2.88,0.45,0.19,8700.0,7600.0,8950.0
39-3019,"Gambling Service Workers, All Other",,0.45,,,1.1738032511354253,Transformation,,,,0.031095482841837496,,,,,,,,,,,0.45,0.19,13300.0,14920.0,14140.0
39-3021,Motion Picture Projectionists,-0.3786598,0.29,0.1818181818181818,0.0757575757575757,-0.3499996212767967,Transformation,2.0,100.0,0.0,-0.24697290325704824,2.12,3.0,2.88,2.0,1.5,2.88,3.0,1.0,3.0,2.12,0.29,0.14,2610.0,1950.0,1480.0
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",-0.2420959,0.29,0.1428571428571428,0.1999999999999999,-0.3634258740648235,Transformation,2.0,97.06,2.94,0.017748250065003912,2.5,3.12,2.75,1.88,1.75,2.75,2.75,1.0,3.12,2.0,0.29,0.14,117560.0,119210.0,121770.0
39-3091,Amusement and Recreation Attendants,-0.5246153,0.235,0.2115384615384615,0.3653846153846154,-0.4902720101964289,Augmentation,2.0,95.71000000000001,4.29,0.048785122057660724,2.38,3.0,2.75,2.12,2.0,2.88,2.38,1.0,3.25,2.5,0.235,0.085,361680.0,371590.0,397830.0
39-3092,Costume Attendants,-0.4533608,,0.2638888888888889,0.2361111111111111,-0.3669778480807687,,2.0,,,0.016530045465127152,2.5,3.12,2.88,1.88,1.5,3.12,2.88,1.0,3.12,2.5,,,6300.0,6290.0,6510.0
39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",-0.3454376,0.29,0.064516129032258,0.1451612903225806,-0.5164020577336998,Transformation,2.0,94.78,5.22,0.02813676978858437,1.88,3.38,2.38,1.5,1.62,2.5,2.75,1.0,3.38,2.38,0.29,0.14,14720.0,14960.0,15560.0
39-3099,"Entertainment Attendants and Related Workers, All Other",,,,,,,,,,-0.01792012834141654,,,,,,,,,,,,,7320.0,8060.0,7060.0
39-4011,Embalmers,-0.7311451,0.17,0.04,0.04,-0.9800717220745279,Transformation,3.0,,,0.07279428315241177,3.0,3.75,3.12,2.12,2.0,3.0,3.0,2.62,3.88,3.12,0.17,0.17,3380.0,3420.0,3890.0
39-4012,Crematory Operators,,0.2025,0.0416666666666666,0.125,-0.9796868554632557,Augmentation,2.0,91.81,8.19,-0.039604118893044715,,,,,,,,,,,0.2025,0.0775,3220.0,2950.0,2970.0
39-4021,Funeral Attendants,-0.5445412,0.17,0.1777777777777777,0.2333333333333333,-0.709414409286972,Transformation,2.0,97.9,2.1,-0.02373350976118571,2.0,3.12,2.62,2.0,1.75,3.0,2.75,1.25,3.0,2.25,0.17,0.17,32620.0,30560.0,31090.0
39-4031,"Morticians, Undertakers, and Funeral Directors",-0.1903759,0.17,0.1627906976744186,0.0930232558139534,-0.6140345693877882,Transformation,3.0,92.575,7.425,0.01842529556400363,3.0,4.12,3.12,2.75,2.75,3.0,3.25,1.75,3.75,3.25,0.17,0.17,24200.0,25700.0,25100.0
39-5011,Barbers,-0.7294621,0.17,0.1617647058823529,0.0735294117647058,-0.795282281976406,Transformation,3.0,95.84,4.16,-0.031451444717425336,2.62,3.25,2.62,2.25,1.88,2.75,2.75,1.12,3.12,2.25,0.17,0.18,15990.0,18100.0,15000.0
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",-0.6824517,0.175,0.0789473684210526,0.0526315789473684,-0.8924967230693422,Transformation,3.0,95.52,4.48,0.018266887183375102,3.25,3.88,3.38,2.88,2.38,3.0,3.0,1.62,3.75,2.88,0.175,0.185,294840.0,295460.0,305710.0
39-5091,"Makeup Artists, Theatrical and Performance",-0.4596138,0.18,0.3414634146341463,0.2439024390243902,-0.4086170119412397,Transformation,3.0,77.78,22.22,-0.2472809578491687,3.12,3.5,3.25,2.75,2.12,3.12,3.62,1.5,3.75,2.88,0.18,0.19,4130.0,3320.0,2340.0
39-5092,Manicurists and Pedicurists,0.0335124,0.18,0.0833333333333333,0.0555555555555555,-0.6347891179604092,Transformation,2.0,97.22,2.78,0.027116633843493387,2.75,3.0,2.5,2.12,1.88,2.62,2.75,1.0,3.0,2.12,0.18,0.19,144810.0,147820.0,152770.0
39-5093,Shampooers,-0.905371,0.18,0.1428571428571428,0.0714285714285714,-0.8576914902943434,Transformation,2.0,96.85,3.1500000000000004,0.04712338876769806,2.25,3.12,2.5,2.0,1.62,2.75,2.5,1.0,3.25,2.38,0.18,0.19,7360.0,8890.0,8070.0
39-5094,Skin Care Specialists,-0.2628396,0.18,0.1969696969696969,0.106060606060606,-0.5616427556334407,Transformation,3.0,94.97,5.029999999999999,0.056761952870405086,3.0,3.5,3.12,2.75,2.0,3.25,3.12,1.38,3.75,2.88,0.18,0.19,65270.0,70240.0,72890.0
39-6011,Baggage Porters and Bellhops,-1.272015,0.37,0.1481481481481481,0.2777777777777778,-0.5000550788557274,Transformation,2.0,97.765,2.235,-0.004701810983728905,2.25,3.62,3.0,2.25,2.0,2.88,2.88,1.0,3.62,2.75,0.37,0.19,28780.0,31220.0,28510.0
39-6012,Concierges,0.855832,0.51,0.4666666666666667,0.7,1.0388175862641236,Automation,2.0,95.37,4.63,0.0956231348563128,2.88,4.0,3.0,2.0,2.0,3.0,3.0,1.0,4.0,2.75,0.51,0.07,41020.0,44200.0,49240.0
39-7010,,,,,,,,,,,0.06964493681168693,,,,,,,,,,,,,46760.0,49010.0,53500.0
39-7011,Tour Guides and Escorts,0.357096,0.32,0.2692307692307693,0.3461538461538461,0.10200841429619913,Transformation,3.0,97.875,2.125,,2.25,3.25,2.88,2.25,2.0,3.0,3.0,1.0,3.88,2.25,0.32,0.11,,,
39-7012,Travel Guides,0.6083829,0.32,0.38,0.4,0.3533631414788247,Transformation,2.0,93.45500000000001,6.545,,3.12,3.88,3.12,2.75,2.5,3.0,3.25,1.0,4.0,3.12,0.32,0.11,,,
39-9011,Child Care Workers,-0.3834794,0.19,0.1414312039312039,0.3404484029484029,-0.6610510584414275,Transformation,2.0,92.2125,7.7875,0.021342260983929773,3.0,3.5,3.37,3.125,1.87,3.69,3.0,1.37,3.435,3.0,0.19,0.09,497450.0,520180.0,518910.0
39-9021,Personal and Home Care Aides,-0.5737774,,,,-0.5737773936345747,,,,,,,,,,,,,,,,,,,,
39-9031,Fitness Trainers and Aerobics Instructors,-2.111948,0.25,0.0147058823529411,0.2352941176470588,-1.2799370928160114,Augmentation,3.0,83.295,16.705,0.07498434413362642,3.0,3.25,3.0,3.12,1.75,3.0,3.0,1.75,3.62,2.62,0.25,0.07,279450.0,303620.0,322930.0
39-9032,Recreation Workers,-0.2441154,0.21,0.238095238095238,0.25,-0.41867696165317586,Augmentation,4.0,94.375,5.625,0.08468404863322343,3.12,4.0,3.25,3.12,2.12,3.75,3.12,1.62,4.0,3.12,0.21,0.07,281750.0,309640.0,331490.0
39-9041,Residential Advisors,0.4746119,0.21,0.24,0.28,-0.1762193144248084,Augmentation,3.0,90.03,9.97,-0.022461965551372254,3.0,3.88,3.62,2.75,2.0,3.75,3.12,1.38,3.75,3.0,0.21,0.07,88700.0,82810.0,84760.0
39-9099,"Personal Care and Service Workers, All Other",,0.2025,,,-0.6701206821598629,Augmentation,,,,0.0002483546542699777,,,,,,,,,,,0.2025,0.0775,60390.0,62390.0,60420.0
41-1011,First-Line Supervisors/Managers of Retail Sales Workers,0.0191826,0.36,0.4864864864864865,0.4054054054054054,0.4174117006620506,Transformation,2.0,91.18,8.82,0.015465622674642576,3.0,3.88,3.5,3.0,2.75,3.5,3.0,1.0,3.75,3.0,0.36,0.12,1087890.0,1113160.0,1121800.0
41-1012,First-Line Supervisors/Managers of Non-Retail Sales Workers,1.316195,0.49444444444444446,0.537037037037037,0.4444444444444444,1.260110733802508,Transformation,4.0,93.975,6.025,-0.028493095310401784,3.5,4.0,3.62,3.25,3.0,4.0,3.62,1.0,4.0,3.62,0.49444444444444446,0.09000000000000001,227150.0,219010.0,214390.0
41-2011,Cashiers,-0.2480887,0.39,0.2093023255813953,0.3604651162790697,-0.016552840144006153,Transformation,2.0,76.685,23.314999999999998,-0.03223703795942057,2.0,3.0,2.75,2.0,2.62,2.62,2.75,1.25,3.0,2.12,0.39,0.14,3298660.0,3148030.0,3089410.0
41-2012,Gaming Change Persons and Booth Cashiers,-0.0500926,0.39,0.2619047619047618,0.3095238095238095,0.12903267218981995,Transformation,2.0,94.65,5.35,0.023317638041506772,2.0,3.0,2.88,2.0,2.88,2.88,3.12,1.0,3.0,2.75,0.39,0.14,20560.0,21930.0,21530.0
41-2021,Counter and Rental Clerks,0.0784367,,0.532258064516129,0.6774193548387096,0.5079795891960457,,2.0,83.01499999999999,16.985,0.013374562587501915,2.75,3.75,3.12,2.12,2.25,3.0,3.25,1.0,3.38,3.0,,,390300.0,398620.0,400810.0
41-2022,Parts Salespersons,-0.1184909,0.38,0.3428571428571428,0.3428571428571428,0.20387916178653442,Transformation,2.0,94.97,5.029999999999999,0.017675592520408845,2.88,4.0,3.25,2.38,2.75,3.12,3.62,1.0,4.0,3.0,0.38,0.16,260770.0,265060.0,270070.0
41-2031,Retail Salespersons,0.0873069,0.38,0.3421052631578947,0.3552631578947368,0.27134084415805426,Transformation,2.0,88.725,11.275,0.028512783059932323,3.0,3.75,3.12,2.62,2.62,3.0,3.0,1.0,3.75,3.0,0.38,0.16,3684740.0,3800250.0,3897860.0
41-3011,Advertising Sales Agents,1.162588,0.44,0.5384615384615384,0.6923076923076923,1.0758563610532024,Transformation,3.0,96.06,3.94,-0.07897414713449902,3.0,4.0,3.25,2.75,2.88,3.12,3.62,1.0,4.12,3.25,0.44,0.12,108100.0,97470.0,91700.0
41-3021,Insurance Sales Agents,1.341258,0.53,0.5757575757575758,0.5303030303030303,1.415347385715551,Transformation,4.0,98.305,1.6949999999999998,0.023323128513308644,3.0,3.88,3.75,2.75,3.0,2.88,4.0,1.12,3.88,3.62,0.53,0.12,457510.0,469480.0,479100.0
41-3031,"Securities, Commodities, and Financial Services Sales Agents",1.256298,0.535,0.6057692307692308,0.5192307692307693,1.4448516314351185,Automation,4.0,98.25,1.75,0.010309016252451952,3.5,3.75,3.75,2.62,3.12,3.62,3.5,1.25,3.5,3.38,0.535,0.07,479630.0,472300.0,489570.0
41-3041,Travel Agents,1.133598,0.5,0.5625,0.5625,1.2515668662733852,Automation,3.0,93.78,6.220000000000001,-0.027326148906603787,3.12,4.12,3.12,2.5,2.88,3.0,4.0,1.25,4.0,3.12,0.5,0.095,58250.0,59150.0,55110.0
41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",,0.49,0.6333333333333333,0.5666666666666667,1.4340551958119527,Automation,2.0,92.89,7.109999999999999,0.04872034595579655,3.38,3.88,3.38,2.38,2.62,3.12,3.62,1.0,3.88,3.38,0.49,0.08,1142020.0,1189330.0,1256010.0
41-3099,"Sales Representatives, Services, All Other",1.302674,,,,1.302674007942125,,,,,,,,,,,,,,,,,,,,
41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",0.8911985,0.5,0.4983130904183536,0.573549257759784,1.0736530609602914,Transformation,3.5,89.4825,10.5175,-0.0442465681514832,3.31,3.81,3.44,2.75,2.815,3.06,3.685,1.44,4.125,3.25,0.5,0.09000000000000001,311780.0,293930.0,284800.0
41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",0.8224681,0.49,0.6206896551724138,0.7068965517241379,1.211063109972241,Automation,4.0,92.47,7.53,-0.019876810153474755,3.12,4.0,3.5,2.25,2.25,3.12,3.38,1.0,4.0,3.25,0.49,0.08,1288920.0,1266860.0,1238190.0
41-9011,Demonstrators and Product Promoters,0.1235652,0.42,0.1282051282051282,0.3974358974358974,0.05913474968531681,Transformation,2.0,90.19,9.81,0.12708864109388074,2.88,3.88,3.0,2.75,2.12,3.0,3.25,1.0,3.88,3.0,0.42,0.11,50790.0,64770.0,64520.0
41-9012,Models,-1.122021,0.25,0.2333333333333333,0.4,-0.6191808933296004,Augmentation,2.0,99.57,0.43,0.10602937161441894,1.88,2.75,2.62,1.12,1.25,1.88,2.5,1.0,2.75,2.0,0.25,0.06,3090.0,5350.0,3780.0
41-9021,Real Estate Brokers,1.149681,0.35,0.5,0.421875,0.7898562814382051,Transformation,4.0,94.715,5.285,-0.05249777447189041,4.0,4.0,3.88,2.12,3.0,3.0,4.0,1.0,4.0,3.38,0.35,0.09,51350.0,49590.0,46100.0
41-9022,Real Estate Sales Agents,0.8649445,0.35,0.4375,0.4107142857142857,0.6003824153663031,Transformation,2.0,91.565,8.434999999999999,-0.011061583932127195,3.25,4.0,3.62,2.5,3.0,3.0,3.38,1.0,4.0,3.25,0.35,0.09,197720.0,190600.0,193370.0
41-9031,Sales Engineers,1.145416,0.51,0.5113636363636364,0.5340909090909091,1.2029715288931542,Transformation,4.0,94.435,5.5649999999999995,-0.06577994839562384,3.75,4.0,4.0,3.0,3.0,2.88,4.0,2.12,4.12,3.75,0.51,0.09,59340.0,56690.0,51790.0
41-9041,Telemarketers,1.118129,0.61,0.8055555555555555,0.5277777777777778,1.887324390800795,Transformation,2.0,93.555,6.445,-0.15369658631973815,2.0,4.0,3.0,1.5,1.38,2.25,3.25,1.0,4.12,2.5,0.61,0.1,81580.0,66430.0,58430.0
41-9091,"Door-To-Door Sales Workers, News and Street Vendors, and Related Workers",1.107101,0.3075,0.2608695652173913,0.5217391304347826,0.30831719615482117,Transformation,2.0,83.82,16.18,-0.33386945458342965,2.62,3.38,2.88,2.25,1.88,2.75,3.0,1.0,4.0,2.88,0.3075,0.14,6220.0,4590.0,2760.0
41-9099,"Sales and Related Workers, All Other",,0.45999999999999996,,,1.248305228238265,Automation,,,,-0.09702393814209309,,,,,,,,,,,0.45999999999999996,0.09,114280.0,99070.0,93180.0
43-1011,First-Line Supervisors/Managers of Office and Administrative Support Workers,1.038688,0.43,0.4895833333333333,0.53125,0.9357702704604433,Transformation,3.0,94.52,5.48,-0.02282167784072353,3.75,4.0,3.88,3.62,2.75,4.0,4.0,1.0,4.0,3.75,0.43,0.11,1504570.0,1495580.0,1436680.0
43-2011,"Switchboard Operators, Including Answering Service",0.9832644,0.54,0.6290322580645161,0.4838709677419355,1.4014540898224095,Transformation,2.0,96.59,3.41,-0.11562863671942825,2.5,4.0,2.75,2.0,1.88,2.88,3.0,1.0,3.88,2.75,0.54,0.15,43830.0,35730.0,34280.0
43-2021,Telephone Operators,1.019712,0.54,0.894736842105263,0.5526315789473684,1.815610921600044,Transformation,2.0,97.07499999999999,2.925,-0.13648846335845433,2.25,4.0,3.0,2.0,1.88,2.75,3.0,1.0,4.0,2.25,0.54,0.15,4600.0,3950.0,3430.0
43-2099,"Communications Equipment Operators, All Other",,0.385,,,0.6895403999669657,Transformation,,,,-0.06749519175968621,,,,,,,,,,,0.385,0.12,1380.0,1390.0,1200.0
43-3011,Bill and Account Collectors,1.271991,0.43,0.6964285714285714,0.4285714285714285,1.326492132579178,Automation,2.0,98.305,1.6949999999999998,-0.08788010385722844,2.88,3.88,3.12,2.12,2.62,3.0,3.12,1.0,3.88,3.25,0.43,0.07,190910.0,165020.0,158830.0
43-3021,Billing and Posting Clerks and Machine Operators,1.333455,0.64,0.7738095238095237,0.4166666666666666,1.9855703619573495,Automation,2.0,95.36,4.64,-0.030879831602426022,2.62,3.0,3.0,2.12,3.0,3.0,3.75,1.0,3.12,3.0,0.64,0.07,430220.0,417500.0,404060.0
43-3031,"Bookkeeping, Accounting, and Auditing Clerks",1.039749,0.565,0.8023255813953488,0.313953488372093,1.7445578489320506,Automation,3.0,97.28,2.7199999999999998,-0.043641255633827813,2.75,3.25,3.25,2.0,3.38,3.0,3.25,1.12,3.12,3.12,0.565,0.1,1501910.0,1455770.0,1373680.0
43-3041,Gaming Cage Workers,0.4026518,0.45,0.4193548387096774,0.4193548387096774,0.6671713756679215,Transformation,2.0,97.89,2.11,0.07186069538838447,2.38,3.25,3.0,2.38,3.25,3.0,3.0,1.0,3.5,3.0,0.45,0.19,12560.0,13490.0,14430.0
43-3051,Payroll and Timekeeping Clerks,1.257632,0.61,0.8378378378378379,0.4864864864864865,1.98266807037135,Automation,3.0,98.935,1.065,-0.013092125586676495,2.75,3.75,3.12,2.25,3.25,3.0,3.88,1.0,3.12,3.12,0.61,0.08,157230.0,156950.0,153140.0
43-3061,Procurement Clerks,1.487838,0.6,0.6142857142857142,0.4571428571428571,1.6963379123469942,Transformation,2.0,97.155,2.8449999999999998,-0.04800170851215391,3.25,3.88,3.75,2.38,3.0,3.62,4.0,1.0,4.0,3.62,0.6,0.1,61580.0,59900.0,55810.0
43-3071,Tellers,0.4727723,0.58,0.5416666666666666,0.3333333333333333,1.198443005254042,Transformation,2.0,97.12,2.88,-0.016777082887284633,2.88,3.5,3.12,2.25,3.0,3.12,3.12,1.0,3.25,3.0,0.58,0.09,340820.0,339340.0,329480.0
43-3099,"Financial Clerks, All Other",,0.56,,,1.9933249992666648,Automation,,,,-0.09752262698445924,,,,,,,,,,,0.56,0.04,44520.0,37030.0,36260.0
43-4011,Brokerage Clerks,1.144877,0.64,0.7666666666666666,0.8,1.911903977219714,Automation,3.0,98.41,1.5899999999999999,-0.1352368931543747,3.0,3.88,3.38,2.62,3.0,3.12,3.75,1.0,3.88,3.12,0.64,0.02,48060.0,40090.0,35940.0
43-4021,Correspondence Clerks,1.149758,0.6,0.9642857142857142,0.7321428571428571,2.1131900951416847,Automation,2.0,92.02,7.9799999999999995,-0.03948938310849981,2.75,3.75,3.38,2.62,2.75,2.88,3.75,1.25,3.5,4.0,0.6,0.06,4650.0,6260.0,4290.0
43-4031,"Court, Municipal, and License Clerks",1.166267,0.43,0.7,0.5909090909090908,1.296654324891975,Automation,2.0,92.905,7.095000000000001,0.06674566580929553,2.75,3.88,3.12,2.38,2.12,3.0,3.25,1.0,3.75,3.12,0.43,0.07,157960.0,170010.0,179750.0
43-4041,"Credit Authorizers, Checkers, and Clerks",1.440296,0.64,0.65,0.5750000000000001,1.8338618052282183,Automation,2.0,98.66499999999999,1.335,-0.08247755026578774,2.62,3.62,3.25,2.5,2.5,3.0,3.62,1.12,3.62,3.12,0.64,0.02,14290.0,11960.0,12030.0
43-4051,Customer Service Representatives,0.9562519,0.58,0.5681818181818182,0.7045454545454546,1.3997199566184513,Automation,2.0,95.895,4.105,-0.04710207573321812,2.88,4.0,3.25,2.62,2.25,3.0,3.38,1.0,3.88,3.0,0.58,0.06,2858710.0,2725930.0,2595750.0
43-4061,"Eligibility Interviewers, Government Programs",1.226286,0.435,0.68,0.62,1.2988179106417705,Automation,3.0,88.555,11.445,0.015231231637399034,3.12,4.0,3.5,2.5,2.25,3.12,3.88,1.25,4.25,3.75,0.435,0.1,150190.0,156260.0,154800.0
43-4071,File Clerks,0.2839743,0.37,0.7941176470588235,0.4705882352941176,0.9959515980508883,Transformation,2.0,98.63499999999999,1.365,-0.0553024197946016,2.88,3.38,3.0,2.25,2.12,3.12,3.88,1.0,3.25,3.12,0.37,0.17,82290.0,78980.0,73440.0
43-4081,"Hotel, Motel, and Resort Desk Clerks",0.6063127,0.51,0.5,0.3974358974358974,1.006077392501162,Automation,2.0,98.38499999999999,1.615,-0.004521213864051243,2.75,3.38,2.88,2.62,2.62,3.0,3.0,1.0,3.75,2.88,0.51,0.07,263800.0,261430.0,261420.0
43-4111,"Interviewers, Except Eligibility and Loan",1.297031,0.55,0.6724137931034483,0.4310344827586206,1.5965126557066427,Transformation,3.0,97.73,2.27,-0.039684988878395444,2.88,4.0,3.25,2.88,2.25,3.0,3.5,1.0,3.88,3.25,0.55,0.16,160550.0,157310.0,148060.0
43-4121,"Library Assistants, Clerical",0.2038919,0.46,0.5344827586206896,0.4396551724137931,0.7999391359253635,Transformation,2.0,99.51,0.49,0.010934482409550306,2.25,3.25,3.0,2.5,2.12,2.88,3.25,1.0,3.0,3.0,0.46,0.18,83680.0,80070.0,85520.0
43-4131,Loan Interviewers and Clerks,1.364395,0.64,0.59375,0.5,1.7234559424806901,Automation,3.0,96.775,3.23,-0.10109412391997818,3.38,4.12,3.75,2.62,3.12,3.0,3.88,1.12,4.0,3.62,0.64,0.02,203940.0,173100.0,164790.0
43-4141,New Accounts Clerks,1.174998,0.64,0.56,0.6,1.6092602914585477,Automation,3.0,98.14500000000001,1.855,-0.053905551137708674,2.75,4.0,3.12,2.5,2.88,3.12,3.5,1.0,4.0,3.0,0.64,0.02,41180.0,38030.0,36860.0
43-4151,Order Clerks,0.8388861,0.63,0.7142857142857143,0.6,1.705821308188848,Automation,2.0,97.86,2.14,-0.09506657844848976,3.0,4.0,3.12,2.38,3.0,3.12,3.5,1.0,3.88,3.12,0.63,0.03,91830.0,83420.0,75200.0
